transaction_id,timestamp,type,asset,quantity,price_usd,fee,note
EXC-1114,2024-12-19T04:52:28Z,TRANSFER_IN,UNI,11.3618,,0.0079385,Incoming from cold storage
EXC-1165,2024-12-19T13:06:25Z,BUY,LINK,16.4675,18.1,0.0136686,
EXC-1308,2024-12-21T00:55:04Z,TRANSFER_IN,LINK,36.9605,,0.03854425,Received from user wallet
EXC-1350,2024-12-21T11:10:40Z,SELL,AVAX,23.3536,45.07,0.02121755,Stop-loss triggered
EXC-1074,2024-12-22T16:26:25Z,SELL,SOL,40.2251,170.47,0.02565466,Profit taking
EXC-1404,2024-12-23T03:44:32Z,BUY,MATIC,4235.31,0.91,4.25405195,
EXC-1419,2024-12-23T04:32:42Z,BUY,LINK,49.2759,18.79,0.01231831,
EXC-1464,2024-12-24T03:53:59Z,SELL,BTC,2.43143,44555.95,0.00107911,
EXC-1193,2024-12-24T06:21:08Z,STAKING_REWARD,XRP,193.32,,0.08446806,SOL staking reward
EXC-1006,2024-12-24T13:24:57Z,DEPOSIT,UNI,13.2996,6.35,0.00841062,Fiat deposit via bank
EXC-1210,2024-12-25T06:44:31Z,CONVERSION,AVAX,23.2513,39.09,0.01763475,Portfolio rebalance swap
EXC-1467,2024-12-26T00:20:11Z,TRANSFER_IN,SOL,11.9149,,0.0050524,Incoming from cold storage
EXC-1022,2024-12-27T04:49:36Z,CONVERSION,LINK,45.9328,17.99,0.0304551,Auto-conversion
EXC-1385,2024-12-28T08:29:43Z,DEPOSIT,MATIC,1911.47,1.01,1.0753584,Fiat deposit via bank
EXC-1328,2024-12-29T00:25:08Z,BUY,MATIC,3516.91,0.87,0.75004581,
EXC-1061,2024-12-31T03:19:28Z,TRANSFER_IN,DOT,34.008,,0.03522699,Incoming from cold storage
